audit_group,bucket,method,l2_key,scene_frame,l2_item,family,question_index,question_id,question,answer,predicted,image_path,auto_valid_failure,auto_issue_type,auto_confidence,auto_notes,manual_valid_failure,manual_issue_type,manual_notes
advtest_only_l2_063,advtest_only_l2,advtest,scene-0035_frame39::bicycle1|pedestrian1|pedestrian4,scene-0035_frame39,bicycle1|pedestrian1|pedestrian4,converge,151,3,"Identify the pedestrian located to the back of bicycle1 and to the back of ego, and to the front of pedestrian4, and to the back of pedestrian2.",pedestrian1,"The pedestrian is located to the back of bicycle1 and to the back of ego, and to the front of pedestrian4, and to the back of pedestrian2.",E:\Project\ADVTEST\scratch\rq1_mplug_call1000\runs\mplug-four-methods-call1000\results\mosaics\scene-0035_frame39_mosaic.jpg,yes,valid_visual_or_structural_error,medium,Prediction points to a different object/category or wrong candidate id.,yes,valid_visual_or_structural_error,ASSISTED_REVIEW: copied from auto-prefill (confidence=medium). Prediction points to a different object/category or wrong candidate id.
advtest_only_l2_064,advtest_only_l2,advtest,scene-0097_frame12::barrier15|barrier22|car2,scene-0097_frame12,barrier15|barrier22|car2,converge,458,13,"Identify the barrier located to the front of barrier11 and to the front of barrier15, and to the front right of car2, and to the back of barrier21, and to the front right of pedestrian2.",barrier22,The barrier located to the front of barrier11 and to the front of barrier15 is a white barrier.,E:\Project\ADVTEST\scratch\rq1_mplug_call1000\runs\mplug-four-methods-call1000\results\mosaics\scene-0097_frame12_mosaic.jpg,yes,valid_visual_or_structural_error,medium,Prediction points to a different object/category or wrong candidate id.,yes,valid_visual_or_structural_error,ASSISTED_REVIEW: copied from auto-prefill (confidence=medium). Prediction points to a different object/category or wrong candidate id.
advtest_only_l2_065,advtest_only_l2,advtest,scene-0099_frame8::car22|car11|car6,scene-0099_frame8,car22|car11|car6,converge,674,70,"Identify the car located to the back of car22 and to the back of car6, and to the back of car1, and to the back left of barrier4.",car11,"The car located to the back of car22 and to the back of car6, and to the back of car1, and to the back left of barrier4 is a black car.",E:\Project\ADVTEST\scratch\rq1_mplug_call1000\runs\mplug-four-methods-call1000\results\mosaics\scene-0099_frame8_mosaic.jpg,yes,valid_visual_or_structural_error,medium,Prediction points to a different object/category or wrong candidate id.,yes,valid_visual_or_structural_error,ASSISTED_REVIEW: copied from auto-prefill (confidence=medium). Prediction points to a different object/category or wrong candidate id.
advtest_only_l2_066,advtest_only_l2,advtest,scene-0104_frame3::car18|car21|car2,scene-0104_frame3,car18|car21|car2,converge,981,199,"What car is positioned to the front of car18 and also to the back of car2, and to the front left of car4, and to the front right of car14?",car21,"The car positioned to the front of car18 and also to the back of car2, and to the front left of car4, and to the front right of car14 is a white van.",E:\Project\ADVTEST\scratch\rq1_mplug_call1000\runs\mplug-four-methods-call1000\results\mosaics\scene-0104_frame3_mosaic.jpg,yes,valid_visual_or_structural_error,medium,Prediction points to a different object/category or wrong candidate id.,yes,valid_visual_or_structural_error,ASSISTED_REVIEW: copied from auto-prefill (confidence=medium). Prediction points to a different object/category or wrong candidate id.
advtest_only_l2_067,advtest_only_l2,advtest,scene-0035_frame39::bicycle1|car3|car2,scene-0035_frame39,bicycle1|car3|car2,converge,178,147,"Identify the car located to the back left of bicycle1 and to the front of car2, and to the front of ego.",car3,"The car is located to the back left of bicycle1 and to the front of car2, and to the front of ego.",E:\Project\ADVTEST\scratch\rq1_mplug_call1000\runs\mplug-four-methods-call1000\results\mosaics\scene-0035_frame39_mosaic.jpg,yes,valid_visual_or_structural_error,medium,Prediction points to a different object/category or wrong candidate id.,yes,valid_visual_or_structural_error,ASSISTED_REVIEW: copied from auto-prefill (confidence=medium). Prediction points to a different object/category or wrong candidate id.
advtest_only_l2_068,advtest_only_l2,advtest,scene-0036_frame17::pedestrian11|pedestrian12|pedestrian8,scene-0036_frame17,pedestrian11|pedestrian12|pedestrian8,converge,204,24,"What pedestrian is to the front left of barrier8 and to the front of pedestrian11, and to the back of pedestrian8, and to the back right of pedestrian6?",pedestrian12,The pedestrian is to the front left of barrier 8 and to the front of pedestrian 11.,E:\Project\ADVTEST\scratch\rq1_mplug_call1000\runs\mplug-four-methods-call1000\results\mosaics\scene-0036_frame17_mosaic.jpg,yes,valid_visual_or_structural_error,medium,Prediction points to a different object/category or wrong candidate id.,yes,valid_visual_or_structural_error,ASSISTED_REVIEW: copied from auto-prefill (confidence=medium). Prediction points to a different object/category or wrong candidate id.
advtest_only_l2_069,advtest_only_l2,advtest,scene-0098_frame15::bus1|car10|car16,scene-0098_frame15,bus1|car10|car16,converge,576,148,"There is a car to the back of bus1 and to the front of car16, and to the front of car5; what is it?",car10,The car in the middle of the image is a black car.,E:\Project\ADVTEST\scratch\rq1_mplug_call1000\runs\mplug-four-methods-call1000\results\mosaics\scene-0098_frame15_mosaic.jpg,no,answer_granularity_mismatch,medium,Prediction gives the object category/description but omits the required instance id.,no,answer_granularity_mismatch,ASSISTED_REVIEW: copied from auto-prefill (confidence=medium). Prediction gives the object category/description but omits the required instance id.
advtest_only_l2_070,advtest_only_l2,advtest,scene-0101_frame25::barrier1|barrier2|barrier11,scene-0101_frame25,barrier1|barrier2|barrier11,converge,707,152,"There is a barrier to the front of barrier1 and to the front of barrier11, and to the front of barrier38, and to the back of barrier43, and to the front of ego; what is it?",barrier2,It is a construction barrier.,E:\Project\ADVTEST\scratch\rq1_mplug_call1000\runs\mplug-four-methods-call1000\results\mosaics\scene-0101_frame25_mosaic.jpg,no,answer_granularity_mismatch,medium,Prediction gives the object category/description but omits the required instance id.,no,answer_granularity_mismatch,ASSISTED_REVIEW: copied from auto-prefill (confidence=medium). Prediction gives the object category/description but omits the required instance id.
advtest_only_l2_071,advtest_only_l2,advtest,scene-0092_frame39::barrier15|barrier24|barrier33,scene-0092_frame39,barrier15|barrier24|barrier33,converge,389,200,"What barrier is positioned to the back of barrier15 and also to the back of barrier39, and to the back of ego, and to the front of barrier33?",barrier24,"A barrier is positioned to the back of barrier15 and also to the back of barrier39, and to the back of ego, and to the front of barrier33.",E:\Project\ADVTEST\scratch\rq1_mplug_call1000\runs\mplug-four-methods-call1000\results\mosaics\scene-0092_frame39_mosaic.jpg,yes,valid_visual_or_structural_error,medium,Prediction points to a different object/category or wrong candidate id.,yes,valid_visual_or_structural_error,ASSISTED_REVIEW: copied from auto-prefill (confidence=medium). Prediction points to a different object/category or wrong candidate id.
advtest_only_l2_072,advtest_only_l2,advtest,scene-0101_frame25::barrier10|barrier13|barrier39,scene-0101_frame25,barrier10|barrier13|barrier39,converge,706,76,"There is a barrier to the front of barrier19 and to the front of barrier39, and to the back right of barrier28, and to the front of barrier40, and to the back of barrier10; what is it?",barrier13,It is a construction barrier.,E:\Project\ADVTEST\scratch\rq1_mplug_call1000\runs\mplug-four-methods-call1000\results\mosaics\scene-0101_frame25_mosaic.jpg,no,answer_granularity_mismatch,medium,Prediction gives the object category/description but omits the required instance id.,no,answer_granularity_mismatch,ASSISTED_REVIEW: copied from auto-prefill (confidence=medium). Prediction gives the object category/description but omits the required instance id.
advtest_only_l2_073,advtest_only_l2,advtest,scene-0101_frame25::barrier20|barrier16|car17,scene-0101_frame25,barrier20|barrier16|car17,converge,743,28,"Identify the barrier located to the back of barrier18 and to the front right of car17, and to the back of barrier1, and to the front of barrier20.",barrier16,The barrier located to the back of barrier18 and to the front right of car17 is barrier19.,E:\Project\ADVTEST\scratch\rq1_mplug_call1000\runs\mplug-four-methods-call1000\results\mosaics\scene-0101_frame25_mosaic.jpg,yes,valid_visual_or_structural_error,medium,Prediction points to a different object/category or wrong candidate id.,yes,valid_visual_or_structural_error,ASSISTED_REVIEW: copied from auto-prefill (confidence=medium). Prediction points to a different object/category or wrong candidate id.
advtest_only_l2_074,advtest_only_l2,advtest,scene-0092_frame39::barrier41|barrier3|pedestrian3,scene-0092_frame39,barrier41|barrier3|pedestrian3,converge,395,171,"What barrier is to the back left of ego and to the front left of pedestrian3, and to the back right of barrier15, and to the back of barrier41?",barrier3,"The barrier is to the back left of ego and to the front left of pedestrian3, and to the back right of barrier15, and to the back of barrier41.",E:\Project\ADVTEST\scratch\rq1_mplug_call1000\runs\mplug-four-methods-call1000\results\mosaics\scene-0092_frame39_mosaic.jpg,yes,valid_visual_or_structural_error,medium,Prediction points to a different object/category or wrong candidate id.,yes,valid_visual_or_structural_error,ASSISTED_REVIEW: copied from auto-prefill (confidence=medium). Prediction points to a different object/category or wrong candidate id.
advtest_only_l2_075,advtest_only_l2,advtest,scene-0102_frame39::ego|car2|pedestrian7,scene-0102_frame39,ego|car2|pedestrian7,converge,832,2,What car is positioned to the front of ego and also to the front of pedestrian7?,car2,"The car is positioned in the middle of the image, between the two pictures of the city.",E:\Project\ADVTEST\scratch\rq1_mplug_call1000\runs\mplug-four-methods-call1000\results\mosaics\scene-0102_frame39_mosaic.jpg,no,answer_granularity_mismatch,medium,Prediction gives the object category/description but omits the required instance id.,no,answer_granularity_mismatch,ASSISTED_REVIEW: copied from auto-prefill (confidence=medium). Prediction gives the object category/description but omits the required instance id.
advtest_only_l2_076,advtest_only_l2,advtest,scene-0102_frame31::car1|pedestrian4|pedestrian26,scene-0102_frame31,car1|pedestrian4|pedestrian26,converge,793,83,"There is a pedestrian to the front of car1 and to the front of pedestrian26, and to the front left of ego; what is it?",pedestrian4,It is a traffic light.,E:\Project\ADVTEST\scratch\rq1_mplug_call1000\runs\mplug-four-methods-call1000\results\mosaics\scene-0102_frame31_mosaic.jpg,uncertain,other,low,Heuristic cannot confidently classify this failure; manual review required.,uncertain,other,ASSISTED_REVIEW: retained as uncertain because auto-prefill confidence is low. Heuristic cannot confidently classify this failure; manual review required.
advtest_only_l2_077,advtest_only_l2,advtest,scene-0099_frame35::ego|barrier2|pedestrian7,scene-0099_frame35,ego|barrier2|pedestrian7,converge,613,131,"Which barrier can be found to the front right of car14 and to the back of pedestrian7, and to the back of barrier21, and to the front of barrier13, and to the back of ego?",barrier2,"The barrier can be found to the front right of car14 and to the back of pedestrian7, and to the back of barrier21, and to the front of barrier13, and to the back of e",E:\Project\ADVTEST\scratch\rq1_mplug_call1000\runs\mplug-four-methods-call1000\results\mosaics\scene-0099_frame35_mosaic.jpg,no,lexical_scoring_artifact,medium,Prediction appears to contain the expected instance id.,no,lexical_scoring_artifact,ASSISTED_REVIEW: copied from auto-prefill (confidence=medium). Prediction appears to contain the expected instance id.
advtest_only_l2_078,advtest_only_l2,advtest,scene-0018_frame39::barrier8|barrier2|pedestrian4,scene-0018_frame39,barrier8|barrier2|pedestrian4,converge,65,20,"What barrier is to the back of pedestrian10 and to the back of pedestrian4, and to the back of barrier8?",barrier2,"The barrier is to the back of pedestrian10 and to the back of pedestrian4, as well as to the back of barrier8.",E:\Project\ADVTEST\scratch\rq1_mplug_call1000\runs\mplug-four-methods-call1000\results\mosaics\scene-0018_frame39_mosaic.jpg,yes,valid_visual_or_structural_error,medium,Prediction points to a different object/category or wrong candidate id.,yes,valid_visual_or_structural_error,ASSISTED_REVIEW: copied from auto-prefill (confidence=medium). Prediction points to a different object/category or wrong candidate id.
advtest_only_l2_079,advtest_only_l2,advtest,scene-0036_frame19::barrier10|barrier13|pedestrian3,scene-0036_frame19,barrier10|barrier13|pedestrian3,converge,272,98,"There is a barrier to the front of barrier6 and to the back right of pedestrian3, and to the front of barrier10, and to the back of barrier16; what is it?",barrier13,It is a traffic cone.,E:\Project\ADVTEST\scratch\rq1_mplug_call1000\runs\mplug-four-methods-call1000\results\mosaics\scene-0036_frame19_mosaic.jpg,uncertain,other,low,Heuristic cannot confidently classify this failure; manual review required.,uncertain,other,ASSISTED_REVIEW: retained as uncertain because auto-prefill confidence is low. Heuristic cannot confidently classify this failure; manual review required.
advtest_only_l2_080,advtest_only_l2,advtest,scene-0018_frame39::barrier3|pedestrian11|pedestrian14,scene-0018_frame39,barrier3|pedestrian11|pedestrian14,converge,57,132,"There is a pedestrian to the front of barrier2 and to the front of pedestrian14, and to the back left of barrier3, and to the front right of pedestrian9; what is it?",pedestrian11,It is a woman walking down the sidewalk.,E:\Project\ADVTEST\scratch\rq1_mplug_call1000\runs\mplug-four-methods-call1000\results\mosaics\scene-0018_frame39_mosaic.jpg,uncertain,other,low,Heuristic cannot confidently classify this failure; manual review required.,uncertain,other,ASSISTED_REVIEW: retained as uncertain because auto-prefill confidence is low. Heuristic cannot confidently classify this failure; manual review required.
advtest_only_l2_081,advtest_only_l2,advtest,scene-0099_frame35::car10|barrier23|pedestrian2,scene-0099_frame35,car10|barrier23|pedestrian2,converge,642,193,"Which barrier can be found to the back right of car10 and to the front right of trailer1, and to the front of pedestrian2, and to the back of barrier31?",barrier23,"The barrier can be found to the back right of car10 and to the front right of trailer1, and to the front of pedestrian2, and to the back of barrier31.",E:\Project\ADVTEST\scratch\rq1_mplug_call1000\runs\mplug-four-methods-call1000\results\mosaics\scene-0099_frame35_mosaic.jpg,yes,valid_visual_or_structural_error,medium,Prediction points to a different object/category or wrong candidate id.,yes,valid_visual_or_structural_error,ASSISTED_REVIEW: copied from auto-prefill (confidence=medium). Prediction points to a different object/category or wrong candidate id.
advtest_only_l2_082,advtest_only_l2,advtest,scene-0102_frame31::car3|pedestrian3|pedestrian19,scene-0102_frame31,car3|pedestrian3|pedestrian19,converge,774,72,"What pedestrian is positioned to the front of car3 and also to the front of pedestrian24, and to the front left of pedestrian19?",pedestrian3,"The pedestrian positioned to the front of car3 and also to the front of pedestrian24, and to the front left of pedestrian19 is pedestrian19.",E:\Project\ADVTEST\scratch\rq1_mplug_call1000\runs\mplug-four-methods-call1000\results\mosaics\scene-0102_frame31_mosaic.jpg,yes,valid_visual_or_structural_error,medium,Prediction points to a different object/category or wrong candidate id.,yes,valid_visual_or_structural_error,ASSISTED_REVIEW: copied from auto-prefill (confidence=medium). Prediction points to a different object/category or wrong candidate id.
advtest_only_l2_083,advtest_only_l2,advtest,scene-0097_frame12::barrier2|barrier3|barrier5,scene-0097_frame12,barrier2|barrier3|barrier5,converge,467,69,"Identify the barrier located to the back of barrier2 and to the back of barrier4, and to the back of barrier8, and to the front of barrier5.",barrier3,"The barrier located to the back of barrier2 and to the back of barrier4, and to the back of barrier8, and to the front of barrier5 is a white barrier.",E:\Project\ADVTEST\scratch\rq1_mplug_call1000\runs\mplug-four-methods-call1000\results\mosaics\scene-0097_frame12_mosaic.jpg,yes,valid_visual_or_structural_error,medium,Prediction points to a different object/category or wrong candidate id.,yes,valid_visual_or_structural_error,ASSISTED_REVIEW: copied from auto-prefill (confidence=medium). Prediction points to a different object/category or wrong candidate id.
advtest_only_l2_084,advtest_only_l2,advtest,scene-0101_frame25::barrier35|barrier8|car10,scene-0101_frame25,barrier35|barrier8|car10,converge,718,59,"Which barrier can be found to the back of barrier35 and to the back right of car10, and to the front of barrier4, and to the back of barrier15?",barrier8,"The barrier that can be found to the back of barrier35 and to the back right of car10, and to the front of barrier4, and to the back of barrier15 is barrier16.",E:\Project\ADVTEST\scratch\rq1_mplug_call1000\runs\mplug-four-methods-call1000\results\mosaics\scene-0101_frame25_mosaic.jpg,yes,valid_visual_or_structural_error,medium,Prediction points to a different object/category or wrong candidate id.,yes,valid_visual_or_structural_error,ASSISTED_REVIEW: copied from auto-prefill (confidence=medium). Prediction points to a different object/category or wrong candidate id.
advtest_only_l2_085,advtest_only_l2,advtest,scene-0036_frame17::barrier15|barrier16|barrier8,scene-0036_frame17,barrier15|barrier16|barrier8,converge,222,72,"Identify the barrier located to the back of barrier6 and to the front left of barrier8, and to the back right of barrier27, and to the back left of barrier15.",barrier16,The barrier located to the back of barrier6 and to the front left of barrier8 is orange and white.,E:\Project\ADVTEST\scratch\rq1_mplug_call1000\runs\mplug-four-methods-call1000\results\mosaics\scene-0036_frame17_mosaic.jpg,yes,valid_visual_or_structural_error,medium,Prediction points to a different object/category or wrong candidate id.,yes,valid_visual_or_structural_error,ASSISTED_REVIEW: copied from auto-prefill (confidence=medium). Prediction points to a different object/category or wrong candidate id.
advtest_only_l2_086,advtest_only_l2,advtest,scene-0035_frame14::car5|barrier2|ego,scene-0035_frame14,car5|barrier2|ego,converge,144,160,"What barrier is positioned to the back of car5 and also to the back left of ego, and to the back left of barrier3?",barrier2,"A barrier is positioned to the back of car5 and also to the back left of ego, and to the back left of barrier3.",E:\Project\ADVTEST\scratch\rq1_mplug_call1000\runs\mplug-four-methods-call1000\results\mosaics\scene-0035_frame14_mosaic.jpg,yes,valid_visual_or_structural_error,medium,Prediction points to a different object/category or wrong candidate id.,yes,valid_visual_or_structural_error,ASSISTED_REVIEW: copied from auto-prefill (confidence=medium). Prediction points to a different object/category or wrong candidate id.
advtest_only_l2_087,advtest_only_l2,advtest,scene-0101_frame25::barrier34|barrier42|barrier7,scene-0101_frame25,barrier34|barrier42|barrier7,converge,713,42,"Identify the barrier located to the back left of barrier12 and to the back left of barrier34, and to the back right of barrier33, and to the front left of barrier13, and to the back right of barrier7.",barrier42,"The barrier is located to the back left of barrier12 and to the back left of barrier34, and to the back right of barrier33, and to the front left of barrier13, and to the",E:\Project\ADVTEST\scratch\rq1_mplug_call1000\runs\mplug-four-methods-call1000\results\mosaics\scene-0101_frame25_mosaic.jpg,yes,valid_visual_or_structural_error,medium,Prediction points to a different object/category or wrong candidate id.,yes,valid_visual_or_structural_error,ASSISTED_REVIEW: copied from auto-prefill (confidence=medium). Prediction points to a different object/category or wrong candidate id.
advtest_only_l2_088,advtest_only_l2,advtest,scene-0104_frame3::car12|car18|car19,scene-0104_frame3,car12|car18|car19,converge,966,110,"Identify the car located to the back of car12 and to the back right of car19, and to the back right of car6, and to the back of car14.",car18,"The car is located to the back of car12 and to the back right of car19, and to the back right of car6, and to the back of car14.",E:\Project\ADVTEST\scratch\rq1_mplug_call1000\runs\mplug-four-methods-call1000\results\mosaics\scene-0104_frame3_mosaic.jpg,yes,valid_visual_or_structural_error,medium,Prediction points to a different object/category or wrong candidate id.,yes,valid_visual_or_structural_error,ASSISTED_REVIEW: copied from auto-prefill (confidence=medium). Prediction points to a different object/category or wrong candidate id.
advtest_only_l2_089,advtest_only_l2,advtest,scene-0018_frame39::car2|pedestrian14|pedestrian5,scene-0018_frame39,car2|pedestrian14|pedestrian5,converge,58,23,"There is a pedestrian to the front left of car2 and to the back of pedestrian6, and to the back of pedestrian7, and to the front of pedestrian5; what is it?",pedestrian14,It is a woman walking down the sidewalk.,E:\Project\ADVTEST\scratch\rq1_mplug_call1000\runs\mplug-four-methods-call1000\results\mosaics\scene-0018_frame39_mosaic.jpg,uncertain,other,low,Heuristic cannot confidently classify this failure; manual review required.,uncertain,other,ASSISTED_REVIEW: retained as uncertain because auto-prefill confidence is low. Heuristic cannot confidently classify this failure; manual review required.
advtest_only_l2_090,advtest_only_l2,advtest,scene-0097_frame37::car6|car9|pedestrian2,scene-0097_frame37,car6|car9|pedestrian2,converge,510,26,"What car is positioned to the front of car6 and also to the front left of pedestrian1, and to the front right of pedestrian2?",car9,"The car positioned to the front of car6 and also to the front left of pedestrian1, and to the front right of pedestrian2 is a black car.",E:\Project\ADVTEST\scratch\rq1_mplug_call1000\runs\mplug-four-methods-call1000\results\mosaics\scene-0097_frame37_mosaic.jpg,yes,valid_visual_or_structural_error,medium,Prediction points to a different object/category or wrong candidate id.,yes,valid_visual_or_structural_error,ASSISTED_REVIEW: copied from auto-prefill (confidence=medium). Prediction points to a different object/category or wrong candidate id.
advtest_only_l2_091,advtest_only_l2,advtest,scene-0097_frame37::pedestrian2|car12|truck2,scene-0097_frame37,pedestrian2|car12|truck2,converge,511,54,"There is a car to the back left of car2 and to the front of truck2, and to the front of pedestrian2; what is it?",car12,The car in the image is a BMW.,E:\Project\ADVTEST\scratch\rq1_mplug_call1000\runs\mplug-four-methods-call1000\results\mosaics\scene-0097_frame37_mosaic.jpg,no,answer_granularity_mismatch,medium,Prediction gives the object category/description but omits the required instance id.,no,answer_granularity_mismatch,ASSISTED_REVIEW: copied from auto-prefill (confidence=medium). Prediction gives the object category/description but omits the required instance id.
advtest_only_l2_092,advtest_only_l2,advtest,scene-0036_frame19::barrier3|pedestrian1|barrier7,scene-0036_frame19,barrier3|pedestrian1|barrier7,converge,294,43,"Identify the pedestrian located to the front left of barrier3 and to the front left of barrier7, and to the front left of barrier4.",pedestrian1,"The pedestrian is located to the front left of barrier3 and to the front left of barrier7, and to the front left of barrier4.",E:\Project\ADVTEST\scratch\rq1_mplug_call1000\runs\mplug-four-methods-call1000\results\mosaics\scene-0036_frame19_mosaic.jpg,yes,valid_visual_or_structural_error,medium,Prediction points to a different object/category or wrong candidate id.,yes,valid_visual_or_structural_error,ASSISTED_REVIEW: copied from auto-prefill (confidence=medium). Prediction points to a different object/category or wrong candidate id.
advtest_only_l2_093,advtest_only_l2,advtest,scene-0097_frame12::barrier1|barrier2|barrier5,scene-0097_frame12,barrier1|barrier2|barrier5,converge,494,93,"What barrier is to the front of barrier5 and to the front right of pedestrian4, and to the back of barrier20, and to the front of barrier1?",barrier2,The barrier in front of barrier5 and to the front right of pedestrian4 is a guardrail.,E:\Project\ADVTEST\scratch\rq1_mplug_call1000\runs\mplug-four-methods-call1000\results\mosaics\scene-0097_frame12_mosaic.jpg,yes,valid_visual_or_structural_error,medium,Prediction points to a different object/category or wrong candidate id.,yes,valid_visual_or_structural_error,ASSISTED_REVIEW: copied from auto-prefill (confidence=medium). Prediction points to a different object/category or wrong candidate id.
advtest_only_l2_094,advtest_only_l2,advtest,scene-0097_frame12::barrier19|barrier8|car5,scene-0097_frame12,barrier19|barrier8|car5,converge,485,124,"What barrier is to the back of car5 and to the front right of pedestrian7, and to the back of barrier19, and to the front of barrier3?",barrier8,The barrier is a white barrier.,E:\Project\ADVTEST\scratch\rq1_mplug_call1000\runs\mplug-four-methods-call1000\results\mosaics\scene-0097_frame12_mosaic.jpg,no,answer_granularity_mismatch,medium,Prediction gives the object category/description but omits the required instance id.,no,answer_granularity_mismatch,ASSISTED_REVIEW: copied from auto-prefill (confidence=medium). Prediction gives the object category/description but omits the required instance id.
advtest_only_l2_095,advtest_only_l2,advtest,scene-0018_frame39::barrier3|barrier4|pedestrian11,scene-0018_frame39,barrier3|barrier4|pedestrian11,converge,74,12,"Identify the barrier located to the front right of pedestrian11 and to the front right of pedestrian7, and to the front of barrier3.",barrier4,"The barrier is located to the front right of pedestrian11 and to the front right of pedestrian7, and to the front of barrier3.",E:\Project\ADVTEST\scratch\rq1_mplug_call1000\runs\mplug-four-methods-call1000\results\mosaics\scene-0018_frame39_mosaic.jpg,yes,valid_visual_or_structural_error,medium,Prediction points to a different object/category or wrong candidate id.,yes,valid_visual_or_structural_error,ASSISTED_REVIEW: copied from auto-prefill (confidence=medium). Prediction points to a different object/category or wrong candidate id.
advtest_only_l2_096,advtest_only_l2,advtest,scene-0102_frame31::pedestrian1|pedestrian3|pedestrian26,scene-0102_frame31,pedestrian1|pedestrian3|pedestrian26,converge,763,33,"Which pedestrian can be found to the front left of pedestrian1 and to the front left of pedestrian26, and to the front left of pedestrian19?",pedestrian3,"The pedestrian in the front left of pedestrian1, pedestrian26, and pedestrian19 is pedestrian1.",E:\Project\ADVTEST\scratch\rq1_mplug_call1000\runs\mplug-four-methods-call1000\results\mosaics\scene-0102_frame31_mosaic.jpg,yes,valid_visual_or_structural_error,medium,Prediction points to a different object/category or wrong candidate id.,yes,valid_visual_or_structural_error,ASSISTED_REVIEW: copied from auto-prefill (confidence=medium). Prediction points to a different object/category or wrong candidate id.
advtest_only_l2_097,advtest_only_l2,advtest,scene-0097_frame12::barrier11|barrier7|barrier3,scene-0097_frame12,barrier11|barrier7|barrier3,converge,463,181,"There is a barrier to the front of barrier3 and to the back of car11, and to the back right of car5, and to the back of barrier1, and to the front of barrier11; what is it?",barrier7,It is a traffic barrier.,E:\Project\ADVTEST\scratch\rq1_mplug_call1000\runs\mplug-four-methods-call1000\results\mosaics\scene-0097_frame12_mosaic.jpg,no,answer_granularity_mismatch,medium,Prediction gives the object category/description but omits the required instance id.,no,answer_granularity_mismatch,ASSISTED_REVIEW: copied from auto-prefill (confidence=medium). Prediction gives the object category/description but omits the required instance id.
advtest_only_l2_098,advtest_only_l2,advtest,scene-0103_frame25::pedestrian11|pedestrian9|pedestrian17,scene-0103_frame25,pedestrian11|pedestrian9|pedestrian17,converge,891,111,"What pedestrian is positioned to the back of car14 and also to the back of pedestrian11, and to the back of car26, and to the front left of pedestrian17?",pedestrian9,"The pedestrian positioned to the back of car14 and also to the back of pedestrian11, and to the back of car26, and to the front left of pedestrian17 is pedestrian1",E:\Project\ADVTEST\scratch\rq1_mplug_call1000\runs\mplug-four-methods-call1000\results\mosaics\scene-0103_frame25_mosaic.jpg,yes,valid_visual_or_structural_error,medium,Prediction points to a different object/category or wrong candidate id.,yes,valid_visual_or_structural_error,ASSISTED_REVIEW: copied from auto-prefill (confidence=medium). Prediction points to a different object/category or wrong candidate id.
advtest_only_l2_099,advtest_only_l2,advtest,scene-0035_frame39::pedestrian2|car2|pedestrian3,scene-0035_frame39,pedestrian2|car2|pedestrian3,converge,190,90,"Which car can be found to the back of pedestrian2 and to the back of pedestrian5, and to the back of pedestrian3?",car2,"The car can be found to the back of pedestrian2 and to the back of pedestrian5, and to the back of pedestrian3.",E:\Project\ADVTEST\scratch\rq1_mplug_call1000\runs\mplug-four-methods-call1000\results\mosaics\scene-0035_frame39_mosaic.jpg,yes,valid_visual_or_structural_error,medium,Prediction points to a different object/category or wrong candidate id.,yes,valid_visual_or_structural_error,ASSISTED_REVIEW: copied from auto-prefill (confidence=medium). Prediction points to a different object/category or wrong candidate id.
advtest_only_l2_100,advtest_only_l2,advtest,scene-0035_frame14::car8|car11|truck2,scene-0035_frame14,car8|car11|truck2,converge,131,94,"There is a car to the front of car1 and to the front of car8, and to the front of truck2; what is it?",car11,The car in the image is a white car.,E:\Project\ADVTEST\scratch\rq1_mplug_call1000\runs\mplug-four-methods-call1000\results\mosaics\scene-0035_frame14_mosaic.jpg,no,answer_granularity_mismatch,medium,Prediction gives the object category/description but omits the required instance id.,no,answer_granularity_mismatch,ASSISTED_REVIEW: copied from auto-prefill (confidence=medium). Prediction gives the object category/description but omits the required instance id.
random_only_l2_001,random_only_l2,random,scene-0099_frame8::barrier6|barrier8|barrier9,scene-0099_frame8,barrier6|barrier8|barrier9,converge,661,170,"What barrier is to the front of barrier9 and to the back right of car12, and to the back left of barrier6?",barrier8,"There is a construction barrier in front of barrier 9 and to the back right of car 12, and to the back left of barrier 6.",E:\Project\ADVTEST\scratch\rq1_mplug_call1000\runs\mplug-four-methods-call1000\results\mosaics\scene-0099_frame8_mosaic.jpg,yes,valid_visual_or_structural_error,medium,Prediction points to a different object/category or wrong candidate id.,yes,valid_visual_or_structural_error,ASSISTED_REVIEW: copied from auto-prefill (confidence=medium). Prediction points to a different object/category or wrong candidate id.
random_only_l2_002,random_only_l2,random,scene-0036_frame19::pedestrian2|barrier3|truck1,scene-0036_frame19,pedestrian2|barrier3|truck1,converge,272,82,Which barrier can be found to the front of pedestrian2 and to the back left of truck1?,barrier3,A barrier can be found in front of pedestrian2 and to the back left of truck1.,E:\Project\ADVTEST\scratch\rq1_mplug_call1000\runs\mplug-four-methods-call1000\results\mosaics\scene-0036_frame19_mosaic.jpg,yes,valid_visual_or_structural_error,medium,Prediction points to a different object/category or wrong candidate id.,yes,valid_visual_or_structural_error,ASSISTED_REVIEW: copied from auto-prefill (confidence=medium). Prediction points to a different object/category or wrong candidate id.
